Matricula,Temporada,Embarcacion,Armador,casco,tipo_presevacion,eslora,potencia_motor,capbod_m3,numowned
CE-19842-PM,2019-I,PALBER,COPEMARY S.A.C.,MADERA,CAJ/HIE,19.700000760000002,443,105.93,1
CE-2796-CM,2019-I,BRYAN,CFG INVESTMENT S.A.C.,ACERO NAVAL,N/P,29.11000061,NA,237.26,20
CE-2465-PM,2019-I,REGION CHAVIN I,PESQUERA CENTINELA S.A.C.,ACERO NAVAL,N/P,36.79999924,633.84,368.15,11
PL-16671-CM,2019-I,MI TOMASA BEATRIZ,LOCONI DE TEQUE ANGELITA ;MARTINEZ JACINTO MATILDE ;SANTISTEBAN GALAN JUANA ;TEQUE PUESCAS FRANCISCO JAVIER ;TEQUE PUESCAS LEONCIO WILFREDO ;TEQUE PUESCAS MACARIO,MADERA,CAJ/HIE,12.25,1800,38.08,1
PL-3433-CM,2019-I,DIVINA MISERICORDIA I,VIDAURRE PURIZACA MANUEL EFRAIN,MADERA,N/P,14.96000004,220,80.83,1
CE-0256-PM,2019-I,ASIA 2,PESQUERA CANTABRIA S.A.,ACERO NAVAL,N/P,26.60000038,19.7,205,10
CE-1845-PM,2019-I,C&Z 5,PESQUERA JADA S.A.,ACERO NAVAL,N/P,28.700000760000002,447.42,197.15,5
CO-13918-PM,2019-I,TASA 53,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,47,1051,572.9,48
CE-13553-PM,2019-I,ANA LUCIA,PESQUERA HAYDUK S.A.,ACERO NAVAL,RSW,48.95000076,1052,511.53,19
CE-20862-PM,2019-I,MARY,PESQUERA CENTINELA S.A.C.,ACERO NAVAL,RSW,53.75,1450,435.36,11
CE-0232-PM,2019-I,MAR NEGRO,PESQUERA CANTABRIA S.A.,ACERO NAVAL,RSW,36.59999847,896,394.37,10
CO-10614-PM,2019-I,TASA 41,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,50.90000153,960,480.72,48
PL-4450-CM,2019-I,JESUS NAZARENO CAUTIVO,BERNAL LLONTOP RAMOS,MADERA,N/P,14.5,180,50.65,2
PL-19884-CM,2019-I,DON ROLO I,INURRITEGUI BERNAL MARIA ALINA ;JAIME PE? WILMER FAUSTINO,MADERA,CAJ/HIE,13.19999981,180,51.99,2
PL-19883-CM,2019-I,MARLENY MARITZA II,LLENQUE FIESTAS DARIO,MADERA,CAJ/HIE,15.69999981,365,37.24,2
PL-17740-CM,2019-I,MI BARTOLITA,PUESCAS GALAN JOSE ;PUESCAS GALAN JUAN CANCIO ;PUESCAS GALAN PEDRO ALVINGULO,MADERA,CAJ/HIE,14.69999981,230,40.78,1
TA-20664-PM,2019-I,JOSY MAR,PERICHE INGA JOSE FELICIANO,MADERA,CAJ/HIE,20.700000760000002,450,110,1
PL-11902-CM,2019-I,ALBERTO UNO,SANCHEZ CASTRO FRANCISCO ;SANCHEZ CASTRO LUIS ALBERTO,MADERA,CAJ/HIE,12.38000011,142,34.5,1
PL-5489-CM,2019-I,PEDRO ESTEBAN,EMPRESA PESQUERA JAIS S.A.C.,MADERA,CAJ/HIE,15,130,34.95,1
PL-20298-CM,2019-I,MI FE EN CRISTO Nº 3,BERNAL LLONTOP FELIPE ;BERNAL LLONTOP HECTOR ;BERNAL LLONTOP LORENZO NICOLAS ;LEYTON CHANAME MARIA ANTONIA ;PALMA DE BERNAL MARIA LUCILA,MADERA,CAJ/HIE,18.299999239999998,330,85.88,2
CO-4208-CM,2019-I,ROSA Y LEONEL,VITE MORALES JUAN,MADERA,CAJ/HIE,20.89999962,175,89.32,1
PT-35833-PM,2019-I,LORITO,ALVAREZ ECHE FLORA ;VITE MORALES LEONARDO FELIPE,MADERA,N/P,20,454,102.13,3
CE-10552-PM,2019-I,JUANITA,CFG INVESTMENT S.A.C.,ACERO NAVAL,N/P,37.45999908,705,249.46,20
TA-2208-CM,2019-I,MARIA,ECA PANTA JULIA ESTHER ;PANTA FIESTAS DE PERICHE MELVA ;PERICHE MARTINEZ AGUSTIN ;PERICHE MARTINEZ ANTONIO ;PERICHE MARTINEZ NEPTALI ;RAMIREZ PANTA ELIZA,MADERA,N/P,11.42000008,92.22,33.01,3
TA-18667-PM,2019-I,MILAGRO DE MI MADRE,PANTA ECA LINA ANDREA ;PERICHE PANTA HERMINIO,MADERA,CAJ/HIE,18.5,440,42.93,2
CO-17432-PM,2019-I,CARMEN ROSA,PESQUERA RITA CECILIA E.I.R.L.,MADERA,CAJ/HIE,18.37999916,454,78.32,1
TA-13898-PM,2019-I,MARIBEL,ECA PANTA JULIA ESTHER ;PANTA FIESTAS DE PERICHE MELVA ;PERICHE MARTINEZ AGUSTIN ;PERICHE MARTINEZ ANTONIO ;PERICHE MARTINEZ NEPTALI ;RAMIREZ PANTA ELIZA,MADERA,CAJ/HIE,18.93000031,455,71.23,3
PL-22595-PM,2019-I,ROSA MARIA,GRUPO EMPRESARIAL PESQUERO SANTISTEBAN S.A.C.,MADERA,CAJ/HIE,22.14999962,455,99.08,2
CE-1855-PM,2019-I,AMAZONAS 8,PESQUERA PELAYO S.A.C.,ACERO NAVAL,N/P,26.12999916,380.3,193.17,4
CO-20286-PM,2019-I,MATTY,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,43,1030,495.05,27
HO-21110-PM,2019-I,EUFEMIA VICTORIA,ZAMUDIO PANTA PAULA,MADERA,CAJ/HIE,18.59000015,283.36,108.93,1
CO-11054-PM,2019-I,GABRIELA V,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,43.06000137,970,361,29
PT-3342-PM,2019-I,"NARCISA DE JESUS",PANTA ECA LINA ANDREA ;PERICHE PANTA HERMINIO,MADERA,N/P,21.200000760000002,600,97.44,2
PT-11711-CM,2019-I,JOSE OTILIO V,FIESTAS QUEREVALU RAUL WILFREDO,MADERA,CAJ/HIE,14.80000019,190,46.97,1
CE-19880-CM,2019-I,JAGUI-I,GUTIERREZ PACHERRE GLADYS YOLANDA ;LLENQUE SANCHEZ SOCORRO ;VITE ZETA FRANCISCO ;VITE ZETA MERARDO,MADERA,CAJ/HIE,20.10000038,440,61.5,2
CO-18433-CM,2019-I,MAR PACIFICO,NEGOCIOS PESQUEROS MAR PACIFICO S.A.C.,MADERA,CAJ/HIE,19.60000038,222,109.13,1
CE-13681-PM,2019-I,JADRANKA B,PESQUERA HAYDUK S.A.,ACERO NAVAL,RSW,44.5,1305,503.9,19
TA-20909-CM,2019-I,MILAGROSA CONCEPCION II,PESQUERA EXALMAR S.A.A.,MADERA,N/P,15.850000380000001,80,93.55,23
CE-19874-PM,2019-I,LUIS RODRIGO,CORPORACION E INVERSIONES REY JESUS E.I.R.L.,MADERA,CAJ/HIE,14.600000380000001,148,61.5,1
CE-5702-PM,2019-I,C&Z 6,PESQUERA JADA S.A.,ACERO NAVAL,N/P,30.47999954,447.42,249.93,5
CO-18314-PM,2019-I,JHONNY MANUELITO II,ALVAREZ SABA MANUEL NICANOR ;SABA BOLO ANA VIOLETA,MADERA,CAJ/HIE,14.90999985,NA,75.03,1
CE-36489-PM,2019-I,JEHOVA JIREH,PESQUERA JEHOVA PROVEERA S.A.C.,MADERA,N/P,24,454,105.99,1
CO-18000-CM,2019-I,JUAN ENRIQUE II,SVP.1 S.A.C.,MADERA,CAJ/HIE,19.5,365,75.15,2
CO-21678-PM,2019-I,DON JOSE I,PESQUERA CALYPSO S.A.C.,ACERO NAVAL,N/P,22.35000038,540,139.74,1
SY-21109-PM,2019-I,BENDICION,CORPORACION NESMAR S.A.C.,MADERA,CAJ/HIE,20.5,280,109.42,1
PL-19881-CM,2019-I,BEATITA DE HUMAY III,CUSTODIO HUAMANCHUMO NICOLASA,MADERA,N/P,18.81999969,380,108.98,3
CE-38246-PM,2019-I,INCAMAR 1,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,77,1730,806.67,27
CO-10499-PM,2019-I,ATLANTICO IV,PESQUERA CANTABRIA S.A.,ACERO NAVAL,RSW,48.86999893,999,406.67,10
PL-3464-CM,2019-I,MI SAN MARTIN,PANTA PANTA PEDRO ;PANTA PANTA SAN VICENTE PAUL ;PANTA PANTA SANTOS NESTOR ;PANTA PANTA SANTOS PASCUAL ;PANTA PANTA SANTOS ROGELIO,MADERA,N/P,17,600,89.76,2
PL-17603-CM,2019-I,AUREA KARINA,CHAFLOQUE PALMA JESSICA KARINA,MADERA,CAJ/HIE,11.350000380000001,NA,34.58,1
PL-2729-CM,2019-I,JOSE Y MARIA,ARROYO CASTRO ISIDRO ;ARROYO CASTRO JOSE ZOLANO ;ARROYO CASTRO MARCELINO ;ARROYO CASTRO MARIANO ;ARROYO CASTRO VALENTIN ;HUAMANCHUMO BERNAL MARIA SANTOS ;HUAMANCHUMO SALAZAR GLADYS ;LUMBRES SANTISTEBAN MARGARITA ;PALMA DE ARROYO RENE ;REQUE CAYLE,MADERA,CAJ/HIE,15,180,34.1,2
PL-2246-CM,2019-I,SEÑOR DE LA BUENA ESPERANZA Nº 2,GORDILLO CASTRO JOHAN ARTEMIO ;GORDILLO CASTRO JOSE GUMER ;GORDILLO CASTRO MARY CARMEN ;GORDILLO CASTRO ROSMERY ;GORDILLO CASTRO YENI RAQUEL ;GORDILLO EFFIO GUMERCINDO,MADERA,CAJ/HIE,11.22999954,320,35.28,1
PL-20808-CM,2019-I,JOSE MARTIN,PESQUERA MARFEL S.A.C.,MADERA,CAJ/HIE,13.32999992,210,37.25,1
SY-5984-CM,2019-I,VICTORIA,GROUP VIOLETA S.A.C,MADERA,CAJ/HIE,18.5,238,95.39,4
PL-18450-CM,2019-I,CRISTO TE AMA YE,EFFIO NUNTON JUANA VIVIANA,MADERA,CAJ/HIE,12.22000027,180,35.37,1
CE-11077-PM,2019-I,CASITAS,PESQUERA JADA S.A.,ACERO NAVAL,N/P,25,447.42,144.33,5
IO-2402-PM,2019-I,JUNIN 3,PESQUERA CEMBALI S.C.R.L.,ACERO NAVAL,N/P,36.13000107,507.07,375.26,1
CO-28617-PM,2019-I,NUEVA ESPERANZA,EMPRESA PESQUERA MARISU S.R.L.,MADERA,N/P,23.38999939,540,127.45,1
CO-15653-PM,2019-I,CARMENCITA,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,RSW,39.43000031,1196.3,422.03,23
PL-2254-CM,2019-I,JOSE RAMOS II,EMPRESA PESQUERA JOSE RAMOS S.A.C.,MADERA,CAJ/HIE,19,120,90.53,1
PT-6709-PM,2019-I,LOMAS,PESQUERA HAYDUK S.A.,ACERO NAVAL,N/P,31.09000015,357.93,282,19
PL-5139-CM,2019-I,MARIA MERCEDES III,SANTAMARIA SANTISTEBAN TEODORO,MADERA,CAJ/HIE,15.22999954,280,57.42,1
SY-0270-PM,2019-I,BENDICION DE DIOS,IPANAQUE OROSCO ISRAEL ABIMAEL,MADERA,N/P,19.200000760000002,260,110,5
PT-38231-PM,2019-I,JESUS DEL CARMEN,AYALA DE JACINTO YOLANDA ;ECA DE JACINTO CLARA ;JACINTO PANTA CRESCENCIO ;JACINTO PANTA VICTORINO,MADERA,N/P,20,454,102.8,2
CO-6526-PM,2019-I,MAR DEL SUR,CORPORACION MAR DEL SUR S.A.C.,ACERO NAVAL,N/P,21.5,178.96,121,1
PT-41475-PM,2019-I,SANTO TORIBIO,PESQUERA DON ADOLFO E.I.R.L.,MADERA,N/P,20,454,89.32,1
PL-18087-CM,2019-I,CHOLO FERMIN,JACINTO QUEREVALU ROMAN ;JACINTO QUEREVALU ANDRES,MADERA,CAJ/HIE,12.97999954,115,35,1
TA-20333-CM,2019-I,SIEMPRE ROSITA YANET,EMPRESA PESQUERA ROSIJAT MA E.I.R.L.,MADERA,N/P,13.649999619999999,350,62.49,3
PT-11155-CM,2019-I,VICTORIA,PANTA IPANAQUE DOMINGO ;PANTA PANTA CRUZ MARIA,MADERA,CAJ/HIE,18,450,55.56,1
PL-18663-CM,2019-I,MI GLADYS GLASILDA,SANDOVAL DAMIAN MARIA HUMBERTA ;SUCLUPE TEJADA JOSE DE LA ROSA,MADERA,CAJ/HIE,11.52000046,160,36,3
CO-20238-PM,2019-I,DON ANGEL,ALBERCA PINTADO MERCEDES MARISOL ;ECA SANCHEZ ANTONIO ;ECA SANCHEZ JOSE ELIAS ;ECA SANCHEZ SANTOS ANCELMO ;JACINTO PANTA LUZ MARIA ;PERICHE DE ECA GLORIA PILAR,MADERA,CAJ/HIE,16.5,177,80.02,2
PT-13621-PM,2019-I,SAN MARTIN DE PORRAS III,PANTA PANTA MARIA PELAGIA ;PERICHE PANTA LEONIDAS,MADERA,N/P,17.799999239999998,365,51.58,1
CO-15652-PM,2019-I,MARIA PIA,AUSTRAL GROUP S.A.A,ACERO NAVAL,RSW,62,3070,862.42,20
PT-10743-PM,2019-I,MAR DEL NORTE,PESQUERA MAR DEL NORTE S.A.C.,ACERO NAVAL,N/P,23.87999916,NA,115.58,1
CO-13060-PM,2019-I,ATLANTICO III,PESQUERA CANTABRIA S.A.,ACERO NAVAL,N/P,36.90000153,860,398.73,10
PT-28753-PM,2019-I,MANUEL EDUARDO,AYALA DE JACINTO YOLANDA ;ECA DE JACINTO CLARA ;JACINTO PANTA CRESCENCIO ;JACINTO PANTA VICTORINO,MADERA,N/P,22,454,101.33,2
CO-16659-CM,2019-I,MARIA MARTHA,FIESTAS CALDERON CRISTIAN ;FIESTAS CALDERON JOHN BASILIO ;FIESTAS CALDERON JULIO JOEL ;FIESTAS FIESTAS EDINSON AYMAR ;FIESTAS FIESTAS HENRY JUNIOR ;FIESTAS PAZO ALONDRA MAXIMINA ;FIESTAS PAZO DENNIS OMAR ;FIESTAS PAZO EDWIN ADRIAN ;FIESTAS RUIZ A,MADERA,CAJ/HIE,18.60000038,347,71.57,1
CE-4026-PM,2019-I,TINO,INVERSIONES MOREDA S.A.C,ACERO NAVAL,N/P,27.700000760000002,466.06,208.15,3
CO-9911-CM,2019-I,KARINA,PERICHE MARTINEZ FIDEL,MADERA,N/P,15.57999992,355,37.29,1
TA-19641-CM,2019-I,VIRGEN DE LAS MERCEDES,TUME ECA MERCEDES MARIA,MADERA,CAJ/HIE,14.59000015,238,85.15,1
PT-3299-CM,2019-I,MARIA MAGALY,CORPORACION PALVAR S.A.C.,MADERA,CAJ/HIE,15,215,69.64,2
PL-17662-CM,2019-I,JOSE DEL CARMEN,PESQUERA CYMAR S.A.C.,MADERA,CAJ/HIE,14.850000380000001,180,33.6,1
CO-24492-PM,2019-I,MARIA MERCEDES I,MERBAR S.A.C.,MADERA,N/P,20.55999947,455,107.01,2
PL-21090-CM,2019-I,DON MANUEL,FIESTAS FARRO DIONICIO ;FIESTAS FARRO FRANCISCO ;FIESTAS FARRO JOSE MIGUEL ;LLENQUE GALAN MARIA ESTHER ;LLENQUE LLENQUE MARIA ;TEQUE FIESTAS MARIA SEVERA,MADERA,N/P,14.94999981,380,60.24,1
PT-6020-CM,2019-I,YAMANASHI,DEL CASTILLO CA?RI GARY CANOVAS,MADERA,N/P,18.10000038,148,75.72,1
CO-10256-CM,2019-I,RUSSO,NEGOCIACIONES MAJU & MAGY E.I.R.L.,MADERA,CAJ/HIE,14.899999619999999,2200,73.77,1
PL-19733-CM,2019-I,ASMAR II,CORPORACION PESQUERA ERMA S.A.C.,MADERA,CAJ/HIE,18.950000760000002,240,98.17,3
CO-16853-PM,2019-I,MICHELA,PESQUERA DIAMANTE S.A.,ACERO NAVAL,RSW,38.5,783.3,401.17,29
PL-2128-CM,2019-I,JUANITA ISABEL,GORDILLO JACINTO TORIBIA,MADERA,CAJ/HIE,19.97999954,450,75.1,2
PL-18759-CM,2019-I,MI BLANQUITA,FIESTAS CURO DE LLENQUE CECILIA PATRICIA ;LLENQUE CURO ITALO JAVIER ;LLENQUE CURO PERCY WILLY ;PAIRAZAMAN ZULOETA CARMEN FANNY,MADERA,CAJ/HIE,17.049999239999998,210,58,2
CO-14964-PM,2019-I,GUANAY,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,RSW,37.72000122,633.84,375.66,23
CE-28927-CM,2019-I,JULIO VALERIANO,INVERSIONES VIKEYLI E.I.R.L.,MADERA,CAJ/HIE,17.40999985,NA,61.36,1
PT-3878-CM,2019-I,TOKYO,CORPORACION PESQUERA EDC S.A.C.,MADERA,CAJ/HIE,14,55,71.66,1
PL-13070-CM,2019-I,JOSE ROSARIO,COMERCIALIZADORA PESQUERA S & M S.A.C.,MADERA,CAJ/HIE,12.05000019,99.48,33.56,3
PT-6093-CM,2019-I,VIRGENCITA DE LA PUERTA,PESQUERA PUERTA PERU SRL.,MADERA,CAJ/HIE,14.5,3000,54.67,1
CE-14969-CM,2019-I,APOSTOL SANTIAGO,CORPORACION PESQUERA ERMA S.A.C.,MADERA,CAJ/HIE,16.76000023,220,95.48,3
PL-2135-CM,2019-I,DIOS ME BENDIGA,PESQUERA QUEREBALU S.A.C.,MADERA,N/P,15.17000008,350,47.98,1
ZS-19410-CM,2019-I,DON MARIANO,CORPORACION PALVAR S.A.C.,MADERA,N/P,45.59999847,190,53.96,2
PL-2730-CM,2019-I,MI MELCHORITA,CAMPOS ALMENDRAS JUAN JOSELITO ;SOTERO CHANG PERCY ANTONIO,MADERA,CAJ/HIE,12.32999992,130,35,1
CO-19888-CM,2019-I,NIÑO JESUS,PANTA PERICHE AGUSTIN ;PANTA PERICHE CRESENCIO ;PANTA PERICHE FROILAN ;PANTA PERICHE JOSE HIPOLITO ;PANTA PERICHE LUIS ALBERTO,MADERA,CAJ/HIE,14.85999966,285,64.68,1
PT-10211-CM,2019-I,VIRGEN DEL CARMEN III,CHUNGA ECA ROSA ESTHER ;ECA DE JACINTO PAULINA ;JACINTO CHUNGA DEMETRIO ;JACINTO ECA JUAN PASCUAL ;JACINTO ECA PABLO ;PANTA DE JACINTO MARIA SANTOS TRINIDAD ;PANTA ECA MARITZA,MADERA,CAJ/HIE,17.55999947,380,53.36,1
TA-21059-PM,2019-I,MI ANITA,CHUNGA ECA ROSA ESTHER ;ECA DE JACINTO PAULINA ;JACINTO ECA JUAN PASCUAL ;JACINTO ECA PABLO ;PANTA ECA MARITZA,MADERA,N/P,19.89999962,440,108.25,1
PT-50165-PM,2019-I,MI ANITA VICTORIA,ECHE SANCHEZ DE RUMICHE ANITA ;RUMICHE PANTA VALENTIN,MADERA,N/P,20.14999962,540,72.71,1
CO-19773-PM,2019-I,MARIA DEL CARMEN,PANTA DE PANTA MARIA MATILDE ;PANTA PANTA CARMEN JANET ;PANTA PANTA DOMINGA DEL PILAR ;PANTA PANTA INGRID LISBETH ;PANTA PANTA LEONCIO ALEXANDER ;PANTA PANTA MARIA ESMERALDA,MADERA,N/P,22,420,106.11,1
PT-50114-PM,2019-I,JESSICA OLINDA,JACINTO PANTA CLEMENTINA MARIA ;PANTA PANTA PEDRO,MADERA,N/P,22,600,72.5,3
PT-11172-CM,2019-I,MILAGRO DE JESUS II,BOLO ECA MARUJA ;TEMOCHE JACINTO EUSEBIO,MADERA,CAJ/HIE,13.21000004,140,44.96,1
TA-5673-CM,2019-I,DIVINO CAUTIVO,JACINTO PANTA CLEMENTINA MARIA ;PANTA PANTA PEDRO,MADERA,N/P,18,450,90.8,3
PT-6187-PM,2019-I,MILAGRO DE NOE,PANTA PANTA JUAN CARLOS ;PANTA PANTA PABLO CESAR,MADERA,CAJ/HIE,20,454,74.8,1
PT-50331-PM,2019-I,MI HERNANCITO,JACINTO DE PANTA CARMEN ROSA ;PANTA PANTA EDUARDO,MADERA,N/P,20.01000023,600,71.1,1
PT-30382-PM,2019-I,VIRGEN DEL CARMEN,JACINTO CHUNGA ALBERTO ;JACINTO RUMICHE CESAR HERNAN ;JACINTO RUMICHE MILTHON JAVIER ;RUMICHE VALENCIA DE JACINTO MARGARITA,MADERA,N/P,20,440,108.55,1
PT-18004-CM,2019-I,DON FELIX IV,ECHE PINGO ORLANDO ;GONZALES RUMICHE JOSE MARIA ;GONZALES RUMICHE MANUEL DE LA CRUZ ;GONZALES RUMICHE VICENTE,MADERA,CAJ/HIE,14.31000042,238,82.37,1
CO-41037-PM,2019-I,VALENTINA,PESQUERA EXALMAR S.A.A.,MADERA,N/P,22.62999916,340,109.99,23
CO-16871-CM,2019-I,MILAGRO DE MI MADRE,INVERSIONES MILAGRO DE MI MADRE S.A.C.,MADERA,CAJ/HIE,18.17000008,380,70.44,1
PT-17970-CM,2019-I,ARCA DE NOE,PANTA ALVAREZ CESAR AUGUSTO ;PANTA ALVAREZ LUIS ALBERTO ;PANTA ALVAREZ ORLANDO ;PANTA ALVAREZ TOMAS,MADERA,CAJ/HIE,15.80000019,380,62.89,2
PT-11863-CM,2019-I,JUAN ENRIQUE,DNG S.A.C.,MADERA,CAJ/HIE,14.75,238,80.6,1
PT-43278-PM,2019-I,DON ROBERTH,ALVAREZ DE PANTA LUISA ;PANTA IPANAQUE ARTEMIO ;PANTA IPANAQUE MIGUEL ;PANTA IPANAQUE VENANCIO ;PANTA IPANAQUE VICENTE ;RUIZ DE PANTA SANTOS EMERENCIANA ;TUME PANTA FELICITA,MADERA,N/P,20,450,72.06,1
PL-17033-BM,2019-I,WALTER HERNAN,LLENQUE DE PUESCAS BEATRIZ ;LLENQUE FIESTAS DE PUESCAS MARIA VICTORINA ;LLENQUE VDA DE PUESCAS BALBINA ;PUESCAS FIESTAS JULIO ;PUESCAS LLENQUE FORTUNATO ORLANDO,MADERA,CAJ/HIE,13.68000031,238,52.38,1
PT-14743-CM,2019-I,EXITO V,PANTA DE PANTA NATIVIDAD ;PANTA ECA ANGEL ;PANTA ECA DIONISIO ;PANTA ECA REGULO ;QUEREVALU DE PANTA CARMEN ;RUMICHE DE PANTA ROSA,MADERA,CAJ/HIE,18.70999908,238,80.5,1
HO-20034-PM,2019-I,KIMBERLY,PESQUERA JUANITA S.R.L.,MADERA,N/P,22,330,115.64,1
PT-3875-CM,2019-I,EL PIQUERO,ANTON BANCAYAN FRANCISCO,MADERA,N/P,15.15999985,350,95.79,1
PT-4431-PM,2019-I,CORAZON DE MARIA,PANTA ALVAREZ AGUSTIN ;PANTA ALVAREZ JUAN ;PANTA ALVAREZ SANTOS ;PERICHE PANTA MARIA VERONICA ;RUIZ SABA BERONICA ;SAMILLAN OLAYA JULISSA MARIVI,MADERA,N/P,20.799999239999998,454,81.9,2
PL-20871-CM,2019-I,MONITOR HUASCAR,GAMARRA LLUEN ROSA AMELIA ;SANTISTEBAN URCIA PEDRO,MADERA,CAJ/HIE,14.64000034,320,49.17,1
CO-17710-CM,2019-I,GUIAME MADRE MIA,INVERSIONES GUIAME MADRE MIA S.A.C.,MADERA,CAJ/HIE,18.299999239999998,560,83.17,1
PT-22483-CM,2019-I,MI JUAN NOE,PANTA ALVAREZ AGUSTIN ;PANTA ALVAREZ JUAN ;PANTA ALVAREZ SANTOS ;PERICHE PANTA MARIA VERONICA ;RUIZ SABA BERONICA ;SAMILLAN OLAYA JULISSA MARIVI,MADERA,CAJ/HIE,17.200000760000002,365,74.8,2
PT-17973-CM,2019-I,MI ESPERANZA III,CHAPA PERICHE MARIA AGUEDA ;ECA MARTINEZ PEDRO PABLO ;PAIVA MARTINEZ ELISEO ;PANTA DE ECA MARIA,MADERA,CAJ/HIE,18,365,69.21,3
PT-6156-PM,2019-I,MI ESPERANZA II,CHAPA PERICHE MARIA AGUEDA ;ECA MARTINEZ PEDRO PABLO ;PAIVA MARTINEZ ELISEO ;PANTA DE ECA MARIA,MADERA,CAJ/HIE,15.30000019,365,50.62,3
PT-21366-CM,2019-I,MARIA ANGELITA,ECHE GALAN ALDAIR ALEXIS ;ECHE GALAN CESAR ALBERTO ;ECHE GALAN DANY JOEL ;ECHE GALAN EDER JAVIER ;ECHE GALAN JORGE LUIS ;ECHE GALAN JUNIOR GALINDO ;ECHE GALAN KEVIN DENILSON ;ECHE GALAN WILMER DAVID ;GALAN DE ECHE ISIDORA,MADERA,CAJ/HIE,16.26000023,300,68.6,1
PL-2125-PM,2019-I,MARIA FIDELA,CORPORACION LIOBRAND S.A.C.,MADERA,CAJ/HIE,18.39999962,371,71.94,1
PT-5506-BM,2019-I,SEÑOR DE LA SOLEDAD,PESQUERA MI GABRIELA S.A.C.,MADERA,CAJ/HIE,14.94999981,185,48.19,1
TA-12319-CM,2019-I,MILAGRO DE LUREN 3,PANTA PERICHE GREGORIO ;PANTA PERICHE LUIS FERNANDO ;PANTA PERICHE MODESTO ;PANTA PERICHE SEBASTIAN,MADERA,CAJ/HIE,20,440,47.35,2
PT-21118-CM,2019-I,JOSE ISIDRO,PESQUERA JOSE ISIDRO S.A.C.,MADERA,N/P,16.75,300,96.02,1
CE-1862-PM,2019-I,MILPAZ,PESQUERA LAVIANA S.A.C.,ACERO NAVAL,N/P,28.71999931,600,202.66,2
PL-18109-CM,2019-I,MI MARY 2,FIESTAS FIESTAS JULIO,MADERA,CAJ/HIE,15,365,56.71,1
PS-10414-PM,2019-I,TASA 414,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,36.59999847,790.4,421,48
PT-4241-PM,2019-I,SAN JUAN,SIEMPRE JUAN E.I.R.L,MADERA,N/P,13,128,102.81,2
HO-5616-CM,2019-I,JUANITA 2,RAMOS BAZALAR OBDULIA ;RAMOS MORANTE BENIGNO TEODORO,MADERA,CAJ/HIE,19,330,70.04,1
PL-2257-CM,2019-I,MILAGROSA CRUZ DE CHALPON,COMERCIALIZADORA PESQUERA S & M S.A.C.,MADERA,CAJ/HIE,13.10999966,240,49.4,3
PL-6139-CM,2019-I,LUISA DE HUMAY,ECHE SANCHEZ GREGORIO,MADERA,N/P,19,380,97.79,1
CO-19867-PM,2019-I,BAMAR VIII,PESQUERA HAYDUK S.A.,ACERO NAVAL,RSW,57.90000153,1850,650,19
PL-4847-CM,2019-I,ROSA ISIDORA,TEQUE FIESTAS DUVAN SAMIR ;TEQUE FIESTAS FIORELLA YAQUELINE ;TEQUE FIESTAS JOSE CARLOS ;TEQUE FIESTAS JOSE EDWING ;TEQUE FIESTAS JOSUE VALERIANO ;TEQUE FIESTAS LUIS HENRY,MADERA,CAJ/HIE,13.399999619999999,160,52.4,1
CO-14259-PM,2019-I,RODGA I,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,51.54999924,1280,497.53,27
CO-14971-PM,2019-I,TASA 427,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,42.70000076,1052,430,48
CO-17057-PM,2019-I,TASA 58,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,46,1051,575.6,48
CO-19662-CM,2019-I,SAN FRANCISCO,PAZO QUEREVALU MANUEL RAMON,MADERA,CAJ/HIE,17.299999239999998,180,38.37,1
PL-17356-CM,2019-I,MI MARY,FIESTAS FIESTAS JUAN AUGUSTO,MADERA,N/P,17,238,35.38,1
PT-10794-CM,2019-I,CHALPON II,PANTA ECA MODESTO,MADERA,CAJ/HIE,15,238,34.54,1
CE-28791-PM,2019-I,ISABELITA,PESQUERA HAYDUK S.A.,ACERO NAVAL,RSW,52.68000031,1875,487.01,19
PT-20878-CM,2019-I,SIEMPRE MI HERNANCITO II,PANTA DE PERICHE JULIA ;PANTA PANTA JOSE ANDRES ;PANTA PERICHE MARIA CANDIDA ;PERICHE ECA PEDRO CELESTINO,MADERA,N/P,16.76000023,238,86.01,2
CO-29012-PM,2019-I,SOLO DIOS CON SU PODER 3,PAIVA HUAMANCHUMO SEGUNDO MANUEL,MADERA,N/P,18,290,66.94,2
